27425_7#107 6999_5#23.fa	4683
27425_7#107 7622_3#70.fa	9
27425_7#107 7001_2#9.fa	9
27425_7#107 6999_5#7.fa	6
27425_7#107 7622_5#77.fa	6
27425_7#115 7553_5#90.fa	40
27425_7#115 7553_4#42.fa	28
27425_7#11 7622_4#39.fa	3111
27425_7#11 7622_4#34.fa	2906
27425_7#11 7001_1#4.fa	2896
27425_7#11 7622_2#34.fa	2825
27425_7#11 7622_5#91.fa	2820
27425_7#11 7622_2#27.fa	2816
27425_7#11 6999_4#1.fa	2813
27425_7#11 6999_2#22.fa	2729
27425_7#11 6925_1#70.fa	2413
27425_7#11 7622_2#13.fa	2408
27425_7#11 7622_3#56.fa	2371
27425_7#11 7001_2#15.fa	2350
27425_7#11 6999_1#20.fa	2338
27425_7#11 6999_4#9.fa	2287
27425_7#11 7622_5#90.fa	2244
27425_7#11 7001_3#12.fa	2235
27425_7#11 6925_2#73.fa	2109
27425_7#11 7622_3#86.fa	586
27425_7#11 6999_5#23.fa	579
27425_7#11 7622_5#92.fa	488
27425_7#11 6999_3#20.fa	488
27425_7#11 7001_1#1.fa	485
27425_7#11 7622_5#60.fa	397
27425_7#11 6999_7#12.fa	396
27425_7#11 6952_4#6.fa	216
27425_7#11 6999_6#19.fa	142
27425_7#11 6999_3#2.fa	135
27425_7#11 6999_7#4.fa	134
27425_7#11 7553_5#57.fa	134
27425_7#11 7622_5#59.fa	134
27425_7#11 7622_4#28.fa	96
27425_7#122 6999_6#1.fa	2166
27425_7#122 7553_4#6.fa	2103
27425_7#122 7622_2#38.fa	2096
27425_7#122 6925_1#63.fa	2080
27425_7#122 7553_6#8.fa	2046
27425_7#122 7622_3#53.fa	2038
27425_7#122 7622_5#73.fa	2027
27425_7#122 7622_5#96.fa	2024
27425_7#122 7622_4#16.fa	2016
27425_7#122 7622_3#79.fa	2008
27425_7#122 6999_2#9.fa	2007
27425_7#122 7622_3#81.fa	2002
27425_7#122 7001_1#17.fa	1979
27425_7#122 7001_1#21.fa	1973
27425_7#122 7622_3#86.fa	1912
27425_7#122 7622_2#37.fa	1721
27425_7#122 6999_7#23.fa	1467
27425_7#122 6999_6#21.fa	1452
27425_7#122 7622_5#62.fa	1433
27425_7#122 6999_4#11.fa	1390
27425_7#122 6952_4#6.fa	1270
27425_7#122 7622_5#60.fa	1234
27425_7#122 7553_5#58.fa	1134
27425_7#122 7622_2#2.fa	1130
27425_7#122 7622_5#78.fa	1123
27425_7#122 7622_5#92.fa	1100
27425_7#122 6999_7#12.fa	1098
27425_7#122 7001_1#1.fa	1089
27425_7#122 6999_3#20.fa	1019
27425_7#122 7622_2#36.fa	746
27425_7#122 7553_4#5.fa	624
27425_7#122 7553_4#23.fa	616
27425_7#122 7553_4#33.fa	613
27425_7#122 6999_2#20.fa	606
27425_7#122 7622_3#56.fa	214
27425_7#122 7622_5#90.fa	188
27425_7#122 6999_4#9.fa	187
27425_7#122 7622_5#91.fa	88
27425_7#122 7622_4#34.fa	73
27425_7#122 7001_2#15.fa	73
27425_7#122 6999_4#1.fa	73
27425_7#122 6999_2#22.fa	69
27425_7#122 6999_1#20.fa	69
27425_7#122 7001_1#4.fa	69
27425_7#122 7622_2#34.fa	68
27425_7#122 7622_4#39.fa	67
27425_7#122 6925_1#70.fa	67
27425_7#122 7622_2#13.fa	67
27425_7#122 7001_3#12.fa	50
27425_7#122 7622_2#27.fa	44
27425_7#122 6925_2#73.fa	43
27425_7#122 6999_3#2.fa	41
27425_7#122 6999_7#4.fa	35
27425_7#122 6999_6#19.fa	35
27425_7#122 7622_5#59.fa	35
27425_7#122 7553_5#57.fa	35
27425_7#122 7622_2#30.fa	27
27425_7#122 6999_7#18.fa	27
27425_7#122 7622_4#28.fa	11
27425_7#122 7622_5#67.fa	3
27425_7#122 7553_5#90.fa	2
27425_7#122 7553_4#42.fa	2
27425_7#123 7622_4#39.fa	3430
27425_7#123 7622_4#34.fa	3085
27425_7#123 6999_4#1.fa	2940
27425_7#123 7622_5#91.fa	2933
27425_7#123 7001_1#4.fa	2930
27425_7#123 7622_2#27.fa	2903
27425_7#123 7622_2#34.fa	2894
27425_7#123 6999_2#22.fa	2793
27425_7#123 7622_2#13.fa	2572
27425_7#123 6925_1#70.fa	2539
27425_7#123 7622_3#56.fa	2473
27425_7#123 7001_2#15.fa	2422
27425_7#123 6999_1#20.fa	2340
27425_7#123 6999_4#9.fa	2283
27425_7#123 7001_3#12.fa	2193
27425_7#123 7622_5#90.fa	2189
27425_7#123 6925_2#73.fa	2127
27425_7#123 6952_4#6.fa	252
27425_7#123 7553_5#57.fa	142
27425_7#123 7622_5#59.fa	134
27425_7#123 6999_6#19.fa	134
27425_7#123 6999_7#4.fa	133
27425_7#123 6999_3#2.fa	132
27425_7#123 7622_4#28.fa	98
27425_7#128 7622_5#73.fa	3694
27425_7#128 7622_2#38.fa	3380
27425_7#128 7553_4#6.fa	3375
27425_7#128 7001_1#21.fa	3267
27425_7#128 7001_1#17.fa	3222
27425_7#128 6999_7#23.fa	2933
27425_7#128 6999_4#11.fa	2631
27425_7#128 6999_2#9.fa	2492
27425_7#128 6925_1#63.fa	2487
27425_7#128 7622_3#53.fa	2487
27425_7#128 7553_6#8.fa	2485
27425_7#128 7622_3#81.fa	2482
27425_7#128 6999_6#1.fa	2228
27425_7#128 7622_2#37.fa	2195
27425_7#128 7622_5#96.fa	2156
27425_7#128 7622_3#79.fa	2146
27425_7#128 7622_4#16.fa	2141
27425_7#128 6999_6#21.fa	1852
27425_7#128 7622_5#62.fa	1848
27425_7#128 7622_5#78.fa	1536
27425_7#128 7622_2#2.fa	1536
27425_7#128 7553_5#58.fa	1532
27425_7#128 7622_3#86.fa	1465
27425_7#128 6952_7#2.fa	1267
27425_7#128 7622_4#8.fa	1182
27425_7#128 6952_4#6.fa	1182
27425_7#128 7553_5#87.fa	1156
27425_7#128 7622_2#36.fa	1083
27425_7#128 7553_4#23.fa	968
27425_7#128 7553_4#5.fa	948
27425_7#128 6999_2#20.fa	942
27425_7#128 7553_4#33.fa	942
27425_7#128 7553_4#36.fa	200
27425_7#128 6952_4#3.fa	179
27425_7#128 6999_5#4.fa	168
27425_7#128 6999_4#16.fa	166
27425_7#128 6999_5#9.fa	166
27425_7#128 7553_6#6.fa	165
27425_7#128 6930_8#7.fa	164
27425_7#128 7001_3#9.fa	162
27425_7#128 6999_6#11.fa	162
27425_7#128 7622_5#84.fa	162
27425_7#128 7622_4#36.fa	159
27425_7#128 6999_1#4.fa	159
27425_7#128 7001_1#14.fa	159
27425_7#128 6999_5#3.fa	156
27425_7#128 6925_2#94.fa	154
27425_7#128 6930_8#23.fa	152
27425_7#128 6999_6#3.fa	151
27425_7#128 7622_2#5.fa	149
27425_7#128 6952_7#23.fa	134
27425_7#128 6930_8#18.fa	118
27425_7#128 7622_2#30.fa	30
27425_7#128 6999_7#18.fa	26
27425_7#128 7622_5#67.fa	1
27425_7#130 7622_5#73.fa	3615
27425_7#130 7622_2#38.fa	3280
27425_7#130 7553_4#6.fa	3221
27425_7#130 7001_1#17.fa	3172
27425_7#130 7001_1#21.fa	3132
27425_7#130 6999_7#23.fa	2791
27425_7#130 6999_4#11.fa	2588
27425_7#130 7553_6#8.fa	2473
27425_7#130 6925_1#63.fa	2463
27425_7#130 7622_3#81.fa	2459
27425_7#130 6999_2#9.fa	2453
27425_7#130 7622_3#53.fa	2447
27425_7#130 7622_2#37.fa	2132
27425_7#130 6999_6#21.fa	1809
27425_7#130 7622_5#62.fa	1809
27425_7#130 7622_5#78.fa	1484
27425_7#130 7553_5#58.fa	1480
27425_7#130 7622_2#2.fa	1473
27425_7#130 7622_2#36.fa	1022
27425_7#130 7553_4#23.fa	914
27425_7#130 7553_4#33.fa	896
27425_7#130 7553_4#5.fa	893
