27425_7#107 7622_2#29.fa	4925
27425_7#107 6999_6#21.fa	4453
27425_7#107 6999_6#2.fa	4416
27425_7#107 6930_8#10.fa	4406
27425_7#107 6999_2#9.fa	3903
27425_7#107 7001_1#16.fa	3894
27425_7#107 7622_3#81.fa	3856
27425_7#107 7001_2#4.fa	2918
27425_7#107 7622_3#69.fa	2679
27425_7#107 6999_5#23.fa	2621
27425_7#107 7622_3#58.fa	1023
27425_7#107 7622_4#39.fa	883
27425_7#107 6999_2#2.fa	557
27425_7#107 6999_7#6.fa	503
27425_7#107 6999_5#6.fa	492
27425_7#107 6925_1#52.fa	174
27425_7#107 7553_4#31.fa	159
27425_7#107 7622_4#35.fa	154
27425_7#107 6999_5#20.fa	104
27425_7#107 7622_4#31.fa	16
27425_7#107 6999_6#18.fa	16
27425_7#107 6999_4#6.fa	13
27425_7#107 6999_5#22.fa	11
27425_7#107 7622_3#84.fa	11
27425_7#107 7553_5#64.fa	11
27425_7#107 7622_4#40.fa	9
27425_7#107 7622_5#50.fa	9
27425_7#107 7622_2#39.fa	9
27425_7#107 6999_3#17.fa	9
27425_7#107 7622_3#96.fa	9
27425_7#107 7553_5#53.fa	8
27425_7#107 6925_2#80.fa	7
27425_7#107 7622_5#63.fa	6
27425_7#107 7622_5#77.fa	6
27425_7#107 7622_4#20.fa	5
27425_7#107 7622_3#88.fa	5
27425_7#107 7622_4#38.fa	4
27425_7#107 6999_4#20.fa	1
27425_7#107 6999_5#7.fa	1
27425_7#115 6999_6#11.fa	6886
27425_7#115 6999_7#19.fa	834
27425_7#115 7622_5#65.fa	759
27425_7#115 7622_5#95.fa	748
27425_7#115 7553_4#26.fa	734
27425_7#115 7622_4#17.fa	729
27425_7#115 6952_4#14.fa	598
27425_7#115 6999_6#3.fa	597
27425_7#115 7622_5#51.fa	587
27425_7#115 6999_3#8.fa	585
27425_7#115 7622_2#28.fa	585
27425_7#115 6925_2#94.fa	583
27425_7#115 6930_8#23.fa	571
27425_7#115 7553_5#60.fa	435
27425_7#115 7622_2#27.fa	394
27425_7#115 7622_3#89.fa	393
27425_7#115 7001_2#15.fa	375
27425_7#115 7001_2#13.fa	348
27425_7#115 7622_4#12.fa	332
27425_7#115 7553_5#76.fa	297
27425_7#115 7622_3#49.fa	69
27425_7#115 7622_2#47.fa	62
27425_7#11 7622_4#23.fa	4878
27425_7#11 7553_6#4.fa	4814
27425_7#11 7622_4#13.fa	4558
27425_7#11 7622_4#36.fa	4281
27425_7#11 6925_2#79.fa	4206
27425_7#11 7001_1#6.fa	4193
27425_7#11 6925_1#71.fa	4193
27425_7#11 7622_3#74.fa	4162
27425_7#11 7001_3#1.fa	4126
27425_7#11 7622_3#80.fa	3936
27425_7#11 6999_3#5.fa	3895
27425_7#11 7622_2#11.fa	3825
27425_7#11 6999_3#14.fa	3591
27425_7#11 6999_4#16.fa	3547
27425_7#11 6930_8#19.fa	3502
27425_7#11 6925_1#68.fa	3464
27425_7#11 6999_7#4.fa	3411
27425_7#11 7622_3#72.fa	3396
27425_7#11 6952_7#17.fa	3288
27425_7#11 6999_1#20.fa	3273
27425_7#11 6952_7#6.fa	3265
27425_7#11 7622_5#85.fa	3258
27425_7#11 6999_6#9.fa	3163
27425_7#11 6999_3#2.fa	3142
27425_7#122 7622_4#35.fa	1998
27425_7#122 7553_4#31.fa	1933
27425_7#122 7622_4#42.fa	545
27425_7#122 7622_5#73.fa	419
27425_7#122 7622_2#9.fa	413
27425_7#122 6952_4#21.fa	405
27425_7#122 6999_6#23.fa	390
27425_7#122 7622_3#60.fa	356
27425_7#122 7622_2#22.fa	329
27425_7#122 6925_2#81.fa	247
27425_7#122 7622_4#44.fa	227
27425_7#122 6999_3#13.fa	226
27425_7#122 7553_6#2.fa	215
27425_7#122 7622_5#67.fa	191
27425_7#122 7622_3#83.fa	187
27425_7#122 6999_1#3.fa	186
27425_7#122 7622_4#41.fa	183
27425_7#122 7622_3#69.fa	180
27425_7#122 7622_2#42.fa	172
27425_7#122 7553_6#1.fa	166
27425_7#122 7553_4#14.fa	165
27425_7#122 7001_2#10.fa	149
27425_7#122 7001_3#2.fa	148
27425_7#122 7001_2#11.fa	142
27425_7#122 7001_1#23.fa	140
27425_7#122 6925_1#50.fa	139
27425_7#122 6999_7#5.fa	137
27425_7#122 7001_1#9.fa	136
27425_7#122 6999_4#18.fa	135
27425_7#122 6999_5#23.fa	133
27425_7#122 7622_2#29.fa	128
27425_7#122 6999_2#9.fa	102
27425_7#122 7001_1#16.fa	95
27425_7#122 7001_2#4.fa	91
27425_7#122 6999_6#21.fa	82
27425_7#122 7622_3#81.fa	78
27425_7#122 6999_6#2.fa	76
27425_7#122 6930_8#10.fa	75
27425_7#122 7622_3#86.fa	31
27425_7#122 7622_5#52.fa	19
27425_7#123 7622_4#23.fa	7893
27425_7#123 7553_6#4.fa	7849
27425_7#123 7622_4#36.fa	6994
27425_7#123 7622_4#13.fa	6838
27425_7#123 7622_3#74.fa	6660
27425_7#123 6925_1#71.fa	6604
27425_7#123 7001_3#1.fa	6592
27425_7#123 6925_2#79.fa	6576
27425_7#123 7001_1#6.fa	6509
27425_7#123 7622_3#80.fa	6005
27425_7#123 6999_3#5.fa	5949
27425_7#123 7622_2#11.fa	5878
27425_7#123 6999_4#16.fa	5719
27425_7#123 6930_8#19.fa	5649
27425_7#123 6999_3#14.fa	5615
27425_7#123 7622_3#72.fa	5514
27425_7#123 6999_7#4.fa	5448
27425_7#123 6925_1#68.fa	5344
27425_7#123 6999_1#20.fa	5237
27425_7#123 6952_7#6.fa	5198
27425_7#123 7622_5#85.fa	5055
27425_7#123 6999_6#9.fa	4922
27425_7#123 6999_3#2.fa	4900
27425_7#123 6952_7#17.fa	4369
27425_7#128 7622_5#73.fa	4220
27425_7#128 6952_4#21.fa	3412
27425_7#128 7622_2#22.fa	3088
27425_7#128 7622_2#9.fa	2902
27425_7#128 6999_6#23.fa	2493
27425_7#128 7622_3#60.fa	2286
27425_7#128 6999_3#13.fa	1917
27425_7#128 7001_1#23.fa	1732
27425_7#128 6925_2#88.fa	868
27425_7#128 6999_2#18.fa	730
27425_7#128 6999_1#11.fa	343
27425_7#128 7622_5#52.fa	132
27425_7#128 7622_3#86.fa	132
27425_7#128 7001_3#2.fa	130
27425_7#128 6999_1#3.fa	128
27425_7#130 7622_5#73.fa	4297
27425_7#130 6952_4#21.fa	3621
27425_7#130 7622_2#22.fa	3369
27425_7#130 7622_2#9.fa	3141
27425_7#130 6999_6#23.fa	2702
27425_7#130 7622_3#60.fa	2412
27425_7#130 6999_3#13.fa	1996
27425_7#130 7001_1#23.fa	1890
27425_7#130 6925_2#88.fa	956
27425_7#130 6952_4#8.fa	820
27425_7#130 7001_2#22.fa	533
27425_7#130 7622_4#21.fa	531
27425_7#130 6999_3#11.fa	490
27425_7#130 6999_6#3.fa	165
27425_7#130 6925_2#94.fa	164
27425_7#130 6952_4#14.fa	163
27425_7#130 6930_8#23.fa	163
27425_7#130 6999_3#8.fa	150
27425_7#130 7622_2#28.fa	145
27425_7#130 7622_5#51.fa	130
27425_7#130 7622_5#52.fa	129
27425_7#130 6999_1#3.fa	128
27425_7#130 7622_3#86.fa	124
27425_7#130 7001_3#2.fa	119
27425_7#130 7553_5#60.fa	75
27425_7#130 7553_5#76.fa	73
27425_7#130 7622_3#49.fa	3
27425_7#135 7622_3#71.fa	1078
27425_7#135 7622_5#86.fa	1044
27425_7#135 6999_2#18.fa	1022
27425_7#135 7622_5#96.fa	542
27425_7#135 7622_4#1.fa	541
27425_7#135 7622_3#79.fa	534
27425_7#135 7622_4#21.fa	362
27425_7#135 7001_2#22.fa	327
27425_7#135 7553_5#73.fa	272
27425_7#135 7622_2#17.fa	226
27425_7#135 7622_2#31.fa	204
27425_7#135 7622_3#82.fa	176
27425_7#135 7001_2#18.fa	167
27425_7#135 6925_1#65.fa	166
27425_7#135 7622_5#56.fa	166
27425_7#135 6999_2#3.fa	165
27425_7#135 7622_5#93.fa	144
27425_7#135 7622_4#47.fa	143
27425_7#135 6925_2#75.fa	135
27425_7#136 7001_2#13.fa	3171
27425_7#136 7622_4#12.fa	3079
27425_7#136 7622_2#27.fa	3069
27425_7#136 7622_3#89.fa	2779
27425_7#136 7001_2#15.fa	2625
27425_7#136 7622_2#47.fa	1654
27425_7#136 7553_5#60.fa	667
27425_7#136 7001_3#2.fa	611
27425_7#136 6999_1#3.fa	606
27425_7#136 7553_5#76.fa	563
27425_7#136 7622_3#86.fa	371
27425_7#136 7622_2#9.fa	192
27425_7#136 6952_4#21.fa	189
27425_7#136 6999_3#13.fa	179
27425_7#136 6999_6#23.fa	177
27425_7#136 7622_5#73.fa	176
27425_7#136 7622_3#60.fa	168
27425_7#136 7622_2#22.fa	105
27425_7#136 7001_1#23.fa	105
27425_7#136 7622_3#49.fa	98
27425_7#136 7622_2#28.fa	95
27425_7#136 6952_4#14.fa	82
27425_7#136 6999_6#3.fa	80
27425_7#136 6925_2#94.fa	76
27425_7#136 6999_3#8.fa	75
27425_7#136 6930_8#23.fa	67
27425_7#136 7622_5#51.fa	66
27425_7#136 7622_5#52.fa	33
27425_7#139 7622_4#23.fa	5351
27425_7#139 7553_6#4.fa	5278
27425_7#139 6925_2#79.fa	4769
27425_7#139 7001_3#1.fa	4742
27425_7#139 7622_4#36.fa	4662
27425_7#139 7001_1#6.fa	4603
27425_7#139 7622_4#13.fa	4602
27425_7#139 6925_1#71.fa	4518
27425_7#139 7622_3#74.fa	4515
27425_7#139 7622_3#80.fa	4400
27425_7#139 6999_3#5.fa	4374
27425_7#139 7622_2#11.fa	4282
27425_7#139 6999_3#14.fa	4117
27425_7#139 6999_4#16.fa	4022
27425_7#139 6930_8#19.fa	4012
27425_7#139 6999_7#4.fa	3932
27425_7#139 7622_3#72.fa	3883
27425_7#139 6925_1#68.fa	3855
27425_7#139 6999_1#20.fa	3758
27425_7#139 6952_7#6.fa	3694
27425_7#139 6999_3#2.fa	3603
27425_7#139 7622_5#85.fa	3592
27425_7#139 6952_7#17.fa	3552
27425_7#139 6999_6#9.fa	3540
27425_7#13 7622_5#66.fa	1597
27425_7#13 7553_4#47.fa	1577
27425_7#13 6999_1#22.fa	1550
27425_7#13 6999_1#5.fa	1519
27425_7#13 7553_4#13.fa	1517
27425_7#13 6999_1#23.fa	1501
27425_7#13 6999_7#9.fa	1482
27425_7#13 7001_3#10.fa	1460
27425_7#13 7622_5#87.fa	1445
27425_7#13 7622_4#9.fa	1075
27425_7#13 7622_3#67.fa	702
27425_7#13 7622_4#29.fa	686
27425_7#13 7622_2#8.fa	561
27425_7#13 7622_4#38.fa	435
27425_7#13 6925_2#88.fa	371
27425_7#13 6925_2#82.fa	323
27425_7#13 6952_4#8.fa	310
27425_7#13 6999_5#21.fa	272
27425_7#13 6999_3#23.fa	263
27425_7#13 6999_3#11.fa	130
27425_7#13 6999_4#13.fa	121
27425_7#13 6999_6#16.fa	82
27425_7#13 7622_2#26.fa	26
27425_7#13 6999_7#10.fa	2
27425_7#13 6999_6#10.fa	1
27425_7#150 6999_6#16.fa	3925
27425_7#150 7622_4#21.fa	1810
27425_7#150 7001_2#22.fa	1755
27425_7#150 7622_5#56.fa	1615
27425_7#150 6999_2#3.fa	1612
27425_7#150 6999_3#11.fa	1604
27425_7#150 6925_2#88.fa	1602
27425_7#150 7622_2#26.fa	1579
27425_7#150 7622_5#93.fa	1533
27425_7#150 7622_4#47.fa	1524
27425_7#150 6925_2#75.fa	1518
27425_7#150 6999_6#10.fa	1447
27425_7#150 7553_4#36.fa	1382
27425_7#150 6952_4#8.fa	1327
27425_7#150 6925_1#65.fa	1252
27425_7#150 7001_2#18.fa	1235
27425_7#150 6999_7#10.fa	1099
27425_7#150 7622_3#82.fa	688
27425_7#150 7622_2#31.fa	280
27425_7#150 6999_4#7.fa	265
27425_7#150 7622_2#17.fa	250
27425_7#150 7553_5#73.fa	216
27425_7#151 6999_6#16.fa	4432
27425_7#151 7622_4#21.fa	2030
27425_7#151 7001_2#22.fa	2026
27425_7#151 7622_5#56.fa	1930
27425_7#151 6999_2#3.fa	1929
27425_7#151 6925_2#88.fa	1906
27425_7#151 6999_3#11.fa	1842
27425_7#151 7622_2#26.fa	1816
27425_7#151 6925_2#75.fa	1785
27425_7#151 7622_4#47.fa	1784
27425_7#151 7622_5#93.fa	1779
27425_7#151 6999_6#10.fa	1704
27425_7#151 7553_4#36.fa	1618
27425_7#151 6952_4#8.fa	1546
27425_7#151 7001_2#18.fa	1484
27425_7#151 6925_1#65.fa	1475
27425_7#151 6999_7#10.fa	1230
27425_7#151 7622_3#82.fa	878
27425_7#151 7622_2#31.fa	356
27425_7#151 6999_4#7.fa	312
27425_7#151 7622_2#17.fa	272
27425_7#151 7553_5#73.fa	271
27425_7#159 6999_1#11.fa	5235
27425_7#159 7622_3#53.fa	320
27425_7#159 6925_2#78.fa	296
27425_7#15 7622_4#35.fa	4049
27425_7#15 7553_4#31.fa	3882
