618	27425_7#107.contigs_velvet.fa
627	27425_7#139.contigs_velvet.fa
717	27536_3#129.contigs_velvet.fa
1617	7004_7#49.contigs_velvet.fa
1618	7004_7#50.contigs_velvet.fa
1619	7004_7#51.contigs_velvet.fa
1620	7004_7#54.contigs_velvet.fa
1621	7004_7#55.contigs_velvet.fa
1622	7004_7#60.contigs_velvet.fa
1623	7004_7#62.contigs_velvet.fa
1624	7004_7#66.contigs_velvet.fa
1625	7004_7#67.contigs_velvet.fa
1626	7004_7#71.contigs_velvet.fa
718	27536_3#12.contigs_velvet.fa
1627	7004_7#72.contigs_velvet.fa
1628	7004_8#73.contigs_velvet.fa
1629	7004_8#74.contigs_velvet.fa
1630	7004_8#82.contigs_velvet.fa
1631	7004_8#84.contigs_velvet.fa
1632	7004_8#85.contigs_velvet.fa
1633	7004_8#87.contigs_velvet.fa
1634	7004_8#88.contigs_velvet.fa
1635	7004_8#89.contigs_velvet.fa
1636	7004_8#90.contigs_velvet.fa
719	27536_3#132.contigs_velvet.fa
1637	7004_8#93.contigs_velvet.fa
1638	7011_3#11.contigs_velvet.fa
1639	7011_3#13.contigs_velvet.fa
1640	7011_3#15.contigs_velvet.fa
1641	7011_3#17.contigs_velvet.fa
1642	7011_3#18.contigs_velvet.fa
1643	7011_3#20.contigs_velvet.fa
1644	7011_3#21.contigs_velvet.fa
1645	7011_3#4.contigs_velvet.fa
1646	7011_3#7.contigs_velvet.fa
720	27536_3#135.contigs_velvet.fa
1647	7011_3#9.contigs_velvet.fa
1648	7011_4#13.contigs_velvet.fa
1649	7011_4#16.contigs_velvet.fa
1650	7011_4#17.contigs_velvet.fa
1651	7011_4#18.contigs_velvet.fa
1652	7011_4#21.contigs_velvet.fa
1653	7011_4#22.contigs_velvet.fa
1654	7011_4#9.contigs_velvet.fa
1655	7011_5#10.contigs_velvet.fa
1656	7011_5#13.contigs_velvet.fa
721	27536_3#139.contigs_velvet.fa
1657	7011_5#9.contigs_velvet.fa
1658	7011_6#17.contigs_velvet.fa
1659	7011_6#1.contigs_velvet.fa
1660	7011_6#22.contigs_velvet.fa
1661	7011_6#23.contigs_velvet.fa
1662	7011_6#24.contigs_velvet.fa
1663	7011_6#2.contigs_velvet.fa
1664	7011_6#3.contigs_velvet.fa
1665	7011_6#5.contigs_velvet.fa
1666	7011_6#6.contigs_velvet.fa
722	27536_3#142.contigs_velvet.fa
1667	7011_6#7.contigs_velvet.fa
1668	7038_4#10.contigs_velvet.fa
1669	7038_4#12.contigs_velvet.fa
